agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,colocated,queryTime
USGS,1108140,"POQUOY BROOK NEAR NORTH MIDDLEBORO, MA",ST,41.90565697,-70.9880977,FALSE,7/7/2022 11:41
USGS,1100840,"POWWOW RIVER NEAR AMESBURY, MA",ST,42.86175636,-70.9833895,FALSE,7/7/2022 11:41
USGS,1105583,"MONATIQUOT RIVER AT EAST BRAINTREE, MA",ST,42.22093308,-70.9781026,FALSE,7/7/2022 11:41
USGS,1107100,"TOWN RIVER AT BRIDGEWATER, MA",ST,41.99704536,-70.9725425,FALSE,7/7/2022 11:41
USGS,1106460,"BEAVER BROOK NEAR EAST BRIDGEWATER, MA",ST,42.04537846,-70.9708768,FALSE,7/7/2022 11:41
USGS,1106470,"MATFIELD RIVER AT EAST BRIDGEWATER, MA",ST,42.03121187,-70.9705987,FALSE,7/7/2022 11:41
USGS,1106495,"MEADOW BROOK AT EAST BRIDGEWATER, MA",ST,42.03398968,-70.9644875,FALSE,7/7/2022 11:41
USGS,1106500,"MATFIELD RIVER AT ELMWOOD, MA",ST,42.01537869,-70.96115378,FALSE,7/7/2022 11:41
USGS,1105590,"MILL RIVER NEAR SOUTH WEYMOUTH, MA",ST,42.19315558,-70.9592127,FALSE,7/7/2022 11:41
USGS,1107220,"FALL BROOK AT EAST FREETOWN, MA",ST,41.77454689,-70.9583739,FALSE,7/7/2022 11:41
USGS,1108000,"TAUNTON RIVER NEAR BRIDGEWATER, MA",ST,41.9339903,-70.9564307,FALSE,7/7/2022 11:41
USGS,1105928,"BUTTONWOOD BROOK NEAR SOUTH DARTMOUTH, MA",ST,41.6042709,-70.9555941,FALSE,7/7/2022 11:41
USGS,1106920,"SATUCKET RIVER AT EAST BRIDGEWATER, MA",ST,42.02037874,-70.951987,FALSE,7/7/2022 11:41
USGS,1106490,"MEADOW BROOK AT UNION ST AT EAST BRIDGEWATER, MA",ST,42.0381564,-70.9505985,FALSE,7/7/2022 11:41
USGS,1101000,"PARKER RIVER AT BYFIELD, MA",ST,42.75286948,-70.9456096,FALSE,7/7/2022 11:41
USGS,1105600,"OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA",ST,42.1903779,-70.9447679,FALSE,7/7/2022 11:41
USGS,1107900,"PURCHADE BROOK NEAR MIDDLEBORO, MA",ST,41.9264905,-70.9372636,FALSE,7/7/2022 11:41
USGS,1107200,"TAUNTON RIVER AT TITICUT, NEAR BRIDGEWATER, MA",ST,41.9473237,-70.93643039,FALSE,7/7/2022 11:41
USGS,1105598,"OLD SWAMP RIVER AT PLEASANT ST NR S WEYMOUTH, MA",ST,42.18704468,-70.9333787,FALSE,7/7/2022 11:41
USGS,1100820,"ARTICHOKE RIVER NEAR NEWBURYPORT, MA",ST,42.8131464,-70.93172099,FALSE,7/7/2022 11:41
USGS,1105606,"WHITMANS POND, WHITMANS POND DAM AT E. WEYMOUTH,MA",ST,42.2108333,-70.9294444,FALSE,7/7/2022 11:41
USGS,1100845,"POWWOW RIVER AT MAIN ST AT AMESBURY, MA",ST,42.85620136,-70.9286658,FALSE,7/7/2022 11:41
USGS,1105610,"WHITMANS POND OUTLET AT EAST WEYMOUTH, MA",ST,42.21260016,-70.9250456,FALSE,7/7/2022 11:41
USGS,1107800,"NEMASKET RIVER NEAR MIDDLEBORO, MA",ST,41.9337128,-70.9236523,FALSE,7/7/2022 11:41
USGS,1105595,"OLD SWAMP RIVER NEAR HINGHAM, MA",ST,42.1628782,-70.92254468,FALSE,7/7/2022 11:41
USGS,1100850,"POWWOW RIVER AT AMESBURY, MA",ST,42.8467571,-70.9211655,FALSE,7/7/2022 11:41
USGS,1105594,"OLD SWAMP RIVER AT ROCKLAND, MA",ST,42.14982276,-70.9189332,FALSE,7/7/2022 11:41
USGS,1102065,"NORTH RIVER BELOW HOWLEY STREET AT PEABODY, MA",ST,42.52420278,-70.9176667,FALSE,7/7/2022 11:41
USGS,1105617,"FRESH RIVER NEAR HINGHAM, MA",ST,42.22510016,-70.91421229,FALSE,7/7/2022 11:41
USGS,1105926,"ACUSHNET RIVER AT ACUSHNET, MA",ST,41.6959368,-70.9139275,FALSE,7/7/2022 11:41
USGS,1105690,"FRENCH STREAM NEAR ROCKLAND, MA",ST,42.1092675,-70.90921008,FALSE,7/7/2022 11:41
USGS,1107400,"FALL BROOK NEAR MIDDLEBORO, MA",ST,41.86537995,-70.9083736,FALSE,7/7/2022 11:41
USGS,1106800,"SHUMATUSCACANT RIVER NEAR HANSON, MA",ST,42.05815674,-70.8997645,FALSE,7/7/2022 11:41
USGS,1106900,"POOR MEADOW BROOK AT SOUTH HANSON, MA",ST,42.0423235,-70.8983753,FALSE,7/7/2022 11:41
USGS,1105924,"ACUSHNET RIVER AT LEONARD ST NEAR ACUSHNET, MA",ST,41.7245476,-70.89753868,FALSE,7/7/2022 11:41
USGS,1102000,"IPSWICH RIVER NEAR IPSWICH, MA",ST,42.6598157,-70.8936622,FALSE,7/7/2022 11:41
USGS,1105630,"CROOKED MEADOW RIVER NEAR HINGHAM CENTER, MA",ST,42.21482265,-70.88448919,FALSE,7/7/2022 11:41
USGS,1107180,"WINNETUXET RIVER NEAR HALIFAX, MA",ST,41.96926847,-70.883374,FALSE,7/7/2022 11:41
USGS,1105680,"CUSHING BROOK AT WEST HANOVER, MA",ST,42.11815657,-70.8794874,FALSE,7/7/2022 11:41
USGS,1105638,"WEIR RIVER AT LEAVITT STREET AT HINGHAM, MA",ST,42.2348226,-70.8719892,FALSE,7/7/2022 11:41
USGS,1107150,"RAVEN BROOK NEAR HALIFAX, MA",ST,41.95537975,-70.8697626,FALSE,7/7/2022 11:41
USGS,1105635,"ACCORD BROOK NEAR HINGHAM, MA",ST,42.2039895,-70.8630996,FALSE,7/7/2022 11:41
USGS,1105911,"MATTAPOISETT RIVER AT RNSVLE RD NR ROCHESTER, MA",ST,41.73621429,-70.86226029,FALSE,7/7/2022 11:41
USGS,1105640,"WEIR RIVER NEAR HINGHAM, MA",ST,42.24204489,-70.859489,FALSE,7/7/2022 11:41
USGS,1105700,"INDIAN HEAD BROOK NEAR HANSON, MA",ST,42.0870458,-70.8567086,FALSE,7/7/2022 11:41
USGS,4.14258E+14,MA-RFW   80,GW,41.71621469,-70.8417039,FALSE,7/7/2022 11:41
USGS,1105914,"MATTAPOISETT R AT TINKHAM LANE NR MATTAPOISETT, MA",ST,41.68510408,-70.84087,FALSE,7/7/2022 11:41
USGS,1105917,"MATTAPOISETT RIVER NEAR MATTAPOISETT, MA",ST,41.66260446,-70.8383696,FALSE,7/7/2022 11:41
USGS,1105921,"SWIFT BROOK NEAR MATTAPOISETT, MA",ST,41.647327,-70.82809129,FALSE,7/7/2022 11:41
USGS,1105730,"INDIAN HEAD RIVER AT HANOVER, MA",ST,42.1006571,-70.8225415,FALSE,7/7/2022 11:41
USGS,4.24752E+14,"PLUM ISLAND R @ TPK BRIDGE AT PLUM ISLAND, MA",ES,42.7977222,-70.8213056,FALSE,7/7/2022 11:41
USGS,1105660,"BOUND BROOK NEAR COHASSET, MA",ST,42.2123231,-70.8211543,FALSE,7/7/2022 11:41
USGS,1105765,HERRING BROOK RT 36 NEAR PEMBROKE MA,ST,42.05444444,-70.8147222,FALSE,7/7/2022 11:41
USGS,4.14405E+14,MA-MFW   43,GW,41.73481944,-70.8136472,FALSE,7/7/2022 11:41
USGS,1105810,"THIRD HERRING BROOK AT HANOVER, MA",ST,42.11704599,-70.8092081,FALSE,7/7/2022 11:41
USGS,1105860,"JONES RIVER BROOK NEAR PLYMPTON, MA",ST,41.9884357,-70.8022616,FALSE,7/7/2022 11:41
USGS,1105770,"HERRING BROOK AT MOUNTAIN STREET AT PEMBROKE, MA",ST,42.06204639,-70.8019849,FALSE,7/7/2022 11:41
USGS,1105805,"PUDDING BROOK AT NORTH PEMBROKE, MA",ST,42.0903796,-70.79170738,FALSE,7/7/2022 11:41
USGS,1105820,"SECOND HERRING BROOK AT NORWELL, MA",ST,42.1601014,-70.788375,FALSE,7/7/2022 11:41
USGS,1105830,"FIRST HERRING BROOK NEAR SCITUATE CENTER, MA",ST,42.19176797,-70.7797642,FALSE,7/7/2022 11:41
USGS,1105905,"SIPPICAN RIVER NEAR MARION, MA",ST,41.73427026,-70.7747583,FALSE,7/7/2022 11:41
USGS,1105908,"AUCOOT CREEK NEAR MARION, MA",ST,41.6839934,-70.7736462,FALSE,7/7/2022 11:41
USGS,1105800,"PUDDING BROOK AT EAST PEMBROKE, MA",ST,42.08704659,-70.7572622,FALSE,7/7/2022 11:41
USGS,1105895,"WEWEANTIC RIVER AT SOUTH WAREHAM, MA",ST,41.7701033,-70.7544806,FALSE,7/7/2022 11:41
USGS,1105848,"FURNACE BROOK AT SCHOOL ST NEAR MARSHFIELD, MA",ST,42.11843534,-70.7422623,FALSE,7/7/2022 11:41
USGS,1105870,"JONES RIVER AT KINGSTON, MA",ST,41.9909362,-70.7336491,FALSE,7/7/2022 11:41
USGS,1105872,"HALLS BROOK AT KINGSTON, MA",ST,41.9992695,-70.73170469,FALSE,7/7/2022 11:41
USGS,1105845,"SOUTH RIVER AT MARSHFIELD, MA",ST,42.0923244,-70.7300393,FALSE,7/7/2022 11:41
USGS,1105892,"WANKINCO RIVER AT WAREHAM, MA",ST,41.7662148,-70.72170178,FALSE,7/7/2022 11:41
USGS,1105890,"AGAWAM RIVER AT EAST WAREHAM, MA",ST,41.76121538,-70.6772558,FALSE,7/7/2022 11:41
USGS,1105874,"TOWN BROOK AT PLYMOUTH, MA",ST,41.9562145,-70.6617019,FALSE,7/7/2022 11:41
USGS,4.14604E+14,MA-WFW  252,GW,41.76620556,-70.6366361,FALSE,7/7/2022 11:41
USGS,1105886,"RED BROOK NEAR BUZZARDS BAY, MA",ST,41.7634381,-70.6325321,FALSE,7/7/2022 11:41
USGS,1105885,"RED BROOK BELOW RT 25 NEAR WAREHAM, MA",ST,41.7756603,-70.63031,FALSE,7/7/2022 11:41
USGS,1102029,"MILL BROOK AT PUMP HOUSE AT ROCKPORT, MA",ST,42.65176177,-70.630044,FALSE,7/7/2022 11:41
USGS,11058756,"EEL RIVER AT RUSSELL MILL RD NEAR PLYMOUTH, MA",ST,41.91760386,-70.62642257,FALSE,7/7/2022 11:41
USGS,1105876,"EEL RIVER AT RT 3A NEAR PLYMOUTH, MA",ST,41.94177039,-70.6225338,FALSE,7/7/2022 11:41
USGS,1105888,"AGAWAM RIVER NEAR ELLISVILLE, MA",ST,41.84565996,-70.61947707,FALSE,7/7/2022 11:41
USGS,11020308,"SAWMILL BROOK NEAR ROCKPORT, MA",ST,42.6384287,-70.6097655,FALSE,7/7/2022 11:41
USGS,1105883757,"COONAMESSETT R AT SANDWICH RD NR E. FALMOUTH, MA",ST,41.5987197,-70.5716959,FALSE,7/7/2022 11:41
USGS,110588374,"BACKUS RIVER, AT RT. 28, NEAR E. FALMOUTH, MA",ST,41.57816467,-70.5633623,FALSE,7/7/2022 11:41
USGS,11058839,"HERRING RIVER AT BOURNEDALE, MA",ST,41.7726056,-70.5622521,FALSE,7/7/2022 11:41
USGS,1105878,"BEAVER DAM BROOK AT WHITE HORSE BEACH, MA",ST,41.92871539,-70.55503149,FALSE,7/7/2022 11:41
USGS,11058837,"QUASHNET RIVER AT WAQUOIT VILLAGE, MA",ST,41.59233175,-70.50780579,FALSE,7/7/2022 11:41
USGS,110587880,"MILL CREEK AT SANDWICH, MA",ST,41.7576065,-70.5003054,FALSE,7/7/2022 11:41
USGS,110588340,"SANTUIT RIVER AT OLD KINGS ROAD AT SANTUIT, MA",ST,41.6276095,-70.4505818,FALSE,7/7/2022 11:41
USGS,110588332,"MARSTONS MILLS RV, DS OUT. OF BOG, MARS. MILLS, MA",ST,41.66710556,-70.42362778,FALSE,7/7/2022 11:41
USGS,1105880,"HERRING RIVER AT NORTH HARWICH, MA",ST,41.70011074,-70.1069625,FALSE,7/7/2022 11:41
USGS,11058798,"HERRING R AT CHEQUESSETT NECK RD AT WELLFLEET, MA",ES,41.9311111,-70.0645556,FALSE,7/7/2022 11:41
USGS,110587897,NAMSKAKET CREEK SITE D,ST,41.78233137,-70.0100176,FALSE,7/7/2022 11:41
USGS,110587895,NAMSKAKET CREEK SITE F,LK,41.783998,-70.00946207,FALSE,7/7/2022 11:41
USGS,110587896,NAMSKAKET CREEK SITE E,ST,41.78344246,-70.00918428,FALSE,7/7/2022 11:41
USGS,1104640,"LAUNDRY BROOK AT AT WATERTOWN, MA",ST,42.3648189,-71.18977668,TRUE,7/7/2022 11:41
USGS,1104615,"CHARLES RIVER ABOVE WATERTOWN DAM AT WATERTOWN, MA",ST,42.3648189,-71.18977668,TRUE,7/7/2022 11:41
USGS,11056081,WHITMANS POND COMBINED BY-PASS & FISH LADDER FLOW,ST,42.21305556,-70.92638889,TRUE,7/7/2022 11:41
USGS,1105608,"WHITMANS POND FISH LADDER AT EAST WEYMOUTH, MA",ST,42.21305556,-70.92638889,TRUE,7/7/2022 11:41
USGS,110587900,NAMSKAKET CREEK GAGE SITE - A,ES,41.7817758,-70.0097398,TRUE,7/7/2022 11:41
USGS,110587899,NAMSKAKET CREEK SITE B,ST,41.7817758,-70.0097398,TRUE,7/7/2022 11:41
